2015-01-01,-4621.839000000007
2015-02-01,7237.537000000011
2015-03-01,-2042.6119999999937
2015-04-01,-1227.8080000000045
2015-05-01,5440.522000000012
2015-06-01,-379.0060000000085
2015-07-01,3231.0699999999924
2015-08-01,6625.55799999999
2015-09-01,5288.959999999992
2015-10-01,-520.9640000000072
2015-11-01,-8318.313999999998
2015-12-01,-11990.689000000013
2016-01-01,-6432.960999999996
2016-02-01,-16186.292000000016
2016-03-01,-17411.097999999998
2016-04-01,-1861.2679999999964
2016-05-01,-3064.349000000002
2016-06-01,507.2079999999987
2016-07-01,5231.289000000004
2016-08-01,8604.400000000009
2016-09-01,-1091.5499999999884
2016-10-01,-1266.6970000000001
2016-11-01,3765.6610000000073
2016-12-01,13958.189000000013
2017-01-01,-5018.87999999999
2017-02-01,-8078.332999999984
2017-03-01,11175.053
2017-04-01,-2954.2160000000003
2017-05-01,-2825.488000000012
2017-06-01,-518.4320000000007
2017-07-01,-6368.93799999998
2017-08-01,-12486.546999999991
2017-09-01,-3628.6659999999974
2017-10-01,620.1360000000132
2017-11-01,3552.1110000000044
2017-12-01,3630.849000000002
